Ward Name,Street Name,Longitude,Latitude,Area (m²),Width (m),Length (m),Land Type,Legal Status,House Direction,Property Features,Price
Phường Hòa Minh,Đường Trần Minh Tông,108.16452,16.080666,105.0,5.0,21.0,1,1,7.0,['1'],5500000000
Phường Hòa Xuân,Duy Thu,108.219955,16.001999,162.0,5.4,30.0,1,1,8.0,['1'],5550000000
Phường Khuê Mỹ,Đường Đoàn Khuê,108.24398,16.025723,95.0,5.0,19.0,2,1,3.0,['2'],5555000000
Phường Khuê Trung,Đường Nguyễn Phong Sắc,108.21029,16.027344,92.5,5.0,18.5,1,1,4.0,['1'],5600000000
Phường Hòa Cường Bắc,Gần Lê Thanh Nghị,108.22223,16.042387,90.0,4.5,20.0,1,1,3.0,['1'],5600000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,101.4,5.0,20.27,1,1,6.0,['1'],5600000000
Phường Hoà Hải,Lộc Ninh - Chợ Non Nước,108.26741,15.986558,170.0,10.0,15.0,1,1,1.0,['1'],5600000000
Phường Hòa Minh,Đường Hoà Minh 30,108.16452,16.080666,102.0,5.0,20.3999,1,1,5.0,['1'],5600000000
Phường Hòa Cường Bắc,Đường Nguyễn Khánh Toàn,108.21469,16.036535,90.0,4.5,20.0,1,1,6.0,['3'],5600000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.0,5.0,21.0,1,1,2.0,['1'],5650000000
Phường Hòa Xuân,Đường Nguyễn Văn Tấn,108.21171,15.986631,156.0,8.0,20.0,1,1,8.0,['1'],5650000000
Phường Khuê Mỹ,Đường Doãn Uẩn,108.24283,16.035538,100.0,5.0,20.0,1,1,5.0,['3'],5700000000
Phường Hòa Minh,Đường Tô Hiệu,108.16584,16.063051,160.0,5.5,30.0,1,1,8.0,['3'],5700000000
Phường Nại Hiên Đông,Đường Dương Văn Nga,108.23099,16.08775,100.0,5.0,20.0,1,1,8.0,['1'],5750000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,100.0,5.0,20.0,1,1,7.0,['1'],5750000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.5,5.0,21.0,1,1,2.0,['1'],5750000000
Phường Hòa An,Bắc Sơn,108.1776,16.05243,130.0,5.0,26.0,2,1,8.0,['1'],5750000000
Phường An Hải Bắc,Đường Trần Thanh Mại,108.240585,16.075388,75.0,5.0,15.0,1,1,1.0,['3'],5800000000
Phường Hòa An,Đường Yên Thế,108.17738,16.05381,130.0,5.0,26.0,1,1,2.0,['1'],5800000000
Phường Khuê Trung,Đường Đặng Văn Ngữ,108.2065,16.014053,100.0,5.0,20.0,1,1,8.0,['1'],5800000000
Phường Khuê Trung,Đường Bùi Kỷ,108.210396,16.033638,100.0,5.0,20.0,1,1,2.0,['1'],5800000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.0,5.0,21.0,1,1,2.0,['1'],5800000000
Phường Hòa Khánh Nam,Đường Hoàng Văn Thái,108.15827,16.053888,309.0,5.0,40.46999999999999,1,1,8.0,['3'],5800000000
Phường Hòa Khánh Nam,Đường Đà Sơn,108.15647,16.04875,309.0,5.0,40.46999999999999,1,1,8.0,['3'],5800000000
Phường Hoà Hải,Đường Nam Kỳ Khởi Nghĩa,108.267944,15.978092,140.0,5.0,28.0,1,1,5.0,['3'],5800000000
Phường Hoà Quý,Đường Phan Huỳnh Điểu,108.2406,16.008076,127.0,6.0,21.0,1,1,5.0,['1'],5850000000
Phường Hoà Quý,Đường Lê Trí Viễn,108.23372,15.988151,180.0,8.5,20.7,2,1,7.0,['1'],5900000000
Phường Hòa Minh,Đường Thanh Tịnh,108.17148,16.060806,123.0,5.0,24.6,1,1,6.0,"['1', ' 3']",5900000000
Phường Hòa Hiệp Nam,Đường Xuân Thiều 19,108.137665,16.1003,171.0,5.0,34.2,2,1,5.0,['2'],5900000000
Xã Hòa Bắc,Đường cao tốc La Sơn - Túy Loan,108.068,16.11036,309.0,5.0,40.46999999999999,4,1,7.0,['2'],6000000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,100.0,5.0,20.0,1,1,7.0,['1'],6000000000
Xã Hòa Ninh,A,108.01244,16.048275,309.0,10.0,40.46999999999999,4,1,6.0,['1'],6000000000
Phường Hòa Xuân,Đường Đô Đốc Lân,108.21144,15.981644,124.5998,6.5,20.0,2,1,6.0,['1'],6000000000
Phường Khuê Mỹ,Nghiêm Xuân Yêm,108.25258,16.03022,100.0,5.0,20.0,2,1,1.0,['1'],6000000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,128.3,7.5,17.3999,2,1,3.0,['1'],6000000000
Phường Hòa Khánh Bắc,Nguyễn Lương Bằng,108.14698,16.08049,159.5,10.0,19.67,2,1,4.0,['1'],6000000000
Phường Khuê Mỹ,Đường Đoàn Khuê,108.24398,16.025723,110.0,5.0,22.0,2,1,8.0,['1'],6100000000
Phường Hòa Cường Bắc,Đường Nguyễn Xuân Ôn,108.213036,16.041903,103.0,5.0,20.6,1,1,1.0,['3'],6100000000
Phường Hòa Xuân,văn tiến dũng,108.219955,16.001999,136.0,7.0,20.0,1,1,8.0,['1'],6200000000
Phường Hòa Xuân,Đường La Hối,108.22667,16.008503,128.6,5.0,25.72,1,1,7.0,['3'],6200000000
Phường Hòa Xuân,Đường Nguyễn Kim,108.211,15.992406,138.6,5.0,27.72,2,1,7.0,['1'],6200000000
Phường Hòa Xuân,Đường Văn Tiến Dũng,108.2131,16.00091,134.6,7.0,19.228571428571428,2,1,8.0,['1'],6200000000
Phường Hòa Khánh Bắc,Nguyễn Lương Bằng,108.14698,16.08049,160.0,8.5,19.0,1,1,6.0,['3'],6200000000
Phường Hòa Thọ Đông,Đường Cách Mạng Tháng 8,108.19343,16.013191,140.0,7.0,20.0,1,1,2.0,['1'],6300000000
Phường Hòa Xuân,Đường Hoàng Châu Ký,108.21224,15.988205,151.0,7.8,20.0,1,1,7.0,['1'],6300000000
Phường Mỹ An,Đường Ngũ Hành Sơn,108.238754,16.047314,115.0,5.0,22.0,1,1,1.0,['2'],6300000000
Phường Phước Mỹ,Đường Trần Đức Thông,108.24399,16.081253,80.0,5.0,16.0,1,1,5.0,['1'],6300000000
Phường Hoà Hải,Đường Trà Lộ,108.272385,15.981025,178.0,8.0,20.0,2,1,5.0,['1'],6300000000
Phường An Hải Đông,Thạch Lam,108.23627,16.064138,80.0,5.0,16.0,1,2,1.0,['3'],6300000000
Phường Hòa Xuân,Đường Văn Tiến Dũng,108.2131,16.00091,140.0,7.0,20.0,1,1,8.0,['1'],6300000000
Phường An Hải Tây,Thạch Lam,108.23034,16.059008,77.0,4.5999,17.0,1,1,3.0,"['1', ' 3']",6300000000
Phường Hòa Khánh Bắc,Đường Ngô Văn Sở,108.15138,16.069195,122.0,5.0,24.4,1,1,4.0,['1'],6350000000
Phường Hòa Xuân,Đường Lương Khắc Ninh,108.21419,15.979653,200.0,10.0,20.0,2,1,4.0,['1'],6350000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,148.8,9.1998,16.7,2,1,8.0,['1'],6400000000
Phường An Hải Đông,Đường An Trung Đông 7,108.23724,16.06157,100.0,6.1999,16.0,1,1,6.0,['3'],6490000000
Phường Hòa Cường Bắc,Bình An 7,108.22223,16.042387,101.8,4.65,21.7999,1,1,1.0,['1'],6500000000
Phường Mỹ An,Đường An Thượng 16,108.241776,16.047812,60.0,4.0,15.0,1,1,2.0,['3'],6500000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,148.0,9.1998,16.7,2,1,8.0,['1'],6500000000
Phường Hoà Hải,Đường Nguyễn Phạm Tuân,108.26954,15.991069,140.0,5.0,28.0,1,1,2.0,['3'],6500000000
Phường An Hải Bắc,Đường Thế Lữ,108.232864,16.079779,92.0,5.0,18.4,1,1,7.0,['3'],6550000000
Phường Hoà Hải,Đường Nguyễn Duy Trinh,108.267044,15.990404,141.0,6.0,23.0,1,1,3.0,['1'],6600000000
Phường Hoà Quý,Bờ Quan 3,108.23342,15.982958,122.0,6.0998,20.0,2,1,6.0,['1'],6600000000
Phường Khuê Trung,Đường Phạm Phú Tiết,108.20864,16.034027,97.5,5.0,19.5,1,1,6.0,['1'],6700000000
Phường Hòa Thuận Tây,Binh An 7,108.20958,16.046694,102.0,5.0,20.4,1,1,5.0,['3'],6700000000
Phường Hòa Xuân,Đường Hà Duy Phiên,108.209015,16.00328,240.0,10.0,24.0,2,1,1.0,['1'],6700000000
Phường Hòa Minh,Đường Nguyễn Chánh,108.15076,16.084415,175.0,5.0,35.0,1,1,7.0,['3'],6800000000
Phường Khuê Mỹ,Đường Lê Hữu Khánh,108.240776,16.029799,100.0,5.0,20.0,2,2,6.0,['2'],6800000000
Phường Nại Hiên Đông,Đường Khúc Thừa Dụ,108.23066,16.09818,150.0,10.0,15.0,1,1,6.0,"['1', ' 3']",6800000000
Phường Mân Thái,Đường Khúc Hạo,108.23563,16.089924,98.0,5.0,19.6,1,1,2.0,['3'],6800000000
Phường Hoà Quý,Đường Quảng Nam,108.24661,15.994403,176.0,8.0,21.0,1,1,8.0,['3'],6800000000
Phường Tam Thuận,Đường Trần Cao Vân,108.20686,16.072126,143.5,6.15,23.0,1,1,5.0,"['2', ' 3']",6900000000
Phường Nại Hiên Đông,Đường Nguyễn Trung Trực,108.2297,16.087267,105.8,8.1998,12.902753725700627,1,1,1.0,"['1', ' 3']",6900000000
Phường Hoà Quý,Đường Mai Đăng Chơn,108.24111,15.986198,155.0,5.92,27.0,1,1,7.0,['1'],6990000000
Phường Hòa Xuân,Đường Thanh Hoá,108.21894,16.004658,135.0,7.0,20.0,1,1,6.0,['1'],7000000000
Phường Hòa Xuân,Đường Hoàng Đình Ái,108.21508,15.997049,200.0,10.0,20.0,2,1,2.0,['1'],7000000000
Phường Nại Hiên Đông,Đường Nguyễn Trung Trực,108.2297,16.087267,106.0,5.0,21.2,1,1,7.0,['3'],7000000000
Phường Hòa Minh,Đường Phạm Đình Hổ,108.167206,16.079435,140.0,7.0,20.0,1,1,6.0,['1'],7000000000
Phường Hòa Xuân,Đường Hoàng Đình Ái,108.21508,15.997049,200.0,10.0,20.0,2,1,2.0,['1'],7000000000
Phường An Hải Đông,Đường An Trung Đông 7,108.23724,16.06157,90.0,8.0,11.25,1,1,5.0,['3'],7100000000
Phường An Hải Đông,An Trung Đông,108.23627,16.064138,90.0,8.0,11.0,1,1,1.0,['3'],7200000000
Phường An Hải Đông,Đường Võ Văn Kiệt,108.2369,16.061798,88.0,8.0,11.0,1,1,2.0,['1'],7200000000
Phường Nại Hiên Đông,Đường Hồ Hán Thương,108.23404,16.103008,100.0,5.0,20.0,1,1,7.0,['1'],7210000000
Phường Nại Hiên Đông,Đường Lê Đức Thọ,108.23324,16.101572,150.0,10.0,15.0,1,1,7.0,['1'],7290000000
Phường An Hải Tây,Nguyễn Thiện Kế,108.23034,16.059008,100.0,4.5999,22.0,1,1,7.0,"['1', ' 3']",7300000000
Phường Nại Hiên Đông,Đường Phan Bá Vành,108.23046,16.098652,150.0,10.0,15.0,1,1,8.0,['1'],7300000000
Phường Hòa Xuân,Đường Đỗ Quỳ,108.22115,16.016876,122.0,6.0,20.2999,2,1,5.0,['2'],7300000000
Phường Mân Thái,Đường Võ Nguyên Giáp,108.24961,16.089727,100.0,5.0,20.0,1,1,5.0,['1'],7300000000
Phường Hòa Minh,Đường Ngô Sĩ Liên,108.15648,16.075521,309.0,8.3999,40.0,1,1,8.0,['2'],7300000000
Phường Hòa Xuân,Nguyễn Kim  - Hoàng Đình Ái,108.1936,15.9933,158.6,8.1997,20.0,2,1,8.0,['1'],7350000000
Phường An Hải Đông,Đường Nguyễn Công Trứ,108.2389,16.065815,188.0,10.0,12.533333333333333,1,1,3.0,['3'],7444000000
Phường Mân Thái,Đường Phạm Văn Xảo,108.24178,16.095339,130.0,10.0,8.666666666666666,1,1,7.0,['1'],7490000000
Phường Hoà Quý,Đường Quảng Nam,108.24661,15.994403,200.0,10.0,20.0,2,1,6.0,['1'],7500000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,182.0,5.0,36.4,1,1,4.0,['3'],7500000000
Phường Khuê Mỹ,nguyễn đình chiểu,108.25258,16.03022,146.6,5.3,28.2,1,1,8.0,['1'],7500000000
Phường Hòa Khánh Nam,Đoàn Trần Nghiệp ,108.148796,16.053411,99.0,5.0,20.0,1,1,1.0,"['1', ' 6']",7500000000
Phường Nại Hiên Đông,Phan Bá Vành,108.23046,16.098652,150.0,10.0,15.0,1,1,5.0,['1'],7500000000
Phường Mỹ An,Đường Ung Văn Khiêm,108.240234,16.05279,90.0,5.0,18.0,1,1,5.0,['1'],7500000000
Phường An Hải Bắc,Đường An Nhơn 1,108.23354,16.071465,113.0,6.0,19.0,1,1,6.0,['1'],7600000000
Phường Hoà Quý,Đường Hói Kiểng 20,108.24197,16.007055,220.0,10.0,22.0,1,1,6.0,['1'],7600000000
Phường An Hải Bắc,Đường Dương Đình Nghệ,108.23276,16.071762,92.0,5.0,18.4,1,1,2.0,['3'],7700000000
Phường Hòa Cường Nam,Đường Núi Thành,108.22192,16.039656,56.0,6.0,9.333333333333334,1,1,6.0,['3'],7700000000
Phường An Hải Tây,Đường Ngô Quyền,108.23628,16.05494,80.0,5.0,16.0,1,1,6.0,['3'],7800000000
Phường Khuê Mỹ,Mỹ Đa Đông 15,108.25258,16.03022,102.0,6.0,17.0,2,1,6.0,['1'],7890000000
Phường Khuê Mỹ,Đường Võ Nguyên Giáp,108.25291,16.032557,93.0,5.0,18.6,1,1,3.0,['2'],7900000000
Phường Khuê Mỹ,Đường Sơn Thủy Đông 1,108.25553,16.015272,180.0,9.0,20.0,1,1,4.0,"['1', ' 6']",7999000000
Phường Mân Thái,Đường Phạm Vấn,108.24489,16.087482,101.0,5.0,20.2,1,1,4.0,['1'],8000000000
Phường Phước Mỹ,Đường Mỹ Khê 8,108.244804,16.060318,77.5999,5.0,15.51998,1,1,2.0,['1'],8000000000
Phường Hoà Quý,Đồng Khoa,108.23342,15.982958,191.3999,10.0,20.0,1,1,7.0,['1'],8100000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,257.0,7.3,17.0,2,1,3.0,['1'],8100000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,222.0,10.0,18.5,2,1,3.0,['1'],8200000000
Phường Khuê Mỹ,Nguyễn Đình Chiểu & Đa Mặn 7 ,108.25258,16.03022,158.0,5.6999,20.0,1,1,8.0,"['1', ' 3']",8400000000
Phường Hòa Minh,Đường Nguyễn Thúy,108.15654,16.083618,187.0,9.0,20.0,1,1,5.0,['1'],8500000000
Phường Khuê Mỹ,Đường Minh Mạng,108.25572,16.01655,100.0,5.0,20.0,1,1,3.0,['3'],8500000000
Phường Mỹ An,Đường Trần Văn Dư,108.247,16.04191,100.0,5.0,20.0,1,1,6.0,['1'],8500000000
Phường Phước Mỹ,Nguyễn xuân khoát,108.24665,16.070292,87.0,5.0,17.4,1,1,6.0,['1'],8500000000
Phường Hòa Xuân,Đường Cồn Dầu 24,108.22651,16.015213,200.0,10.0,20.0,1,1,5.0,"['1', ' 6']",8500000000
Phường An Hải Đông,Đường An Trung Đông 1,108.234955,16.062222,150.0,7.0,21.428571428571427,1,1,3.0,['3'],8500000000
Phường An Hải Bắc,Đường Nguyễn Xuân Khoát,108.23677,16.069836,100.0,5.0,20.0,1,1,8.0,['3'],8555555555
Phường Bình Hiên,Bình Minh 1,108.22218,16.057602,76.0,4.5,17.0,1,1,3.0,['3'],8700000000
Phường Bình Hiên,Đường Nguyễn Hoàng,108.21355,16.060064,205.0,10.0,18.636363636363637,1,1,3.0,['2'],8700000000
Phường Hoà Quý,Đường Minh Mạng,108.24368,16.010834,150.0,7.5,20.0,2,1,3.0,['1'],8700000000
Phường Hòa Xuân,la hối ,108.22667,16.008503,178.0,5.0,35.6,2,1,2.0,['2'],8750000000
Phường Hòa Xuân,Đường Vũ Đình Liên,108.22676,16.013407,162.0,9.0,20.0,1,1,8.0,['1'],8800000000
Phường Mỹ An,Đường Trần Khánh Dư,108.24089,16.05376,100.0,6.5999,15.0,1,1,2.0,['3'],8800000000
Phường Hoà Hải,Đường Nguyễn Thần Hiến,108.267975,15.991928,154.0,8.0,20.0,1,1,6.0,['1'],8900000000
Phường Khuê Mỹ,Đường Phạm Kiệt,108.24752,16.038572,90.0,5.0,18.0,1,1,1.0,['1'],8900000000
Phường Khuê Mỹ,Đường Nguyễn Đình Chiểu,108.24513,16.027998,200.0,10.0,20.0,1,1,2.0,['3'],9000000000
Phường Bình Thuận,Đường Bình Minh 3,108.22159,16.054579,99.0,4.5,22.0,1,1,5.0,['1'],9210000000
Phường Hoà Hải,Đường Nguyễn Xiển,108.25782,16.01064,206.0,10.0,20.0,1,1,6.0,['3'],9300000000
Phường Hòa Khánh Bắc,Xuân Thiều,108.13694,16.077059,309.0,10.0,25.0,1,1,8.0,['1'],9350000000
Phường Khuê Mỹ,K20,108.25258,16.03022,309.0,10.0,32.0,1,1,5.0,"['1', ' 2']",9600000000
Phường Nại Hiên Đông,Đường Nguyễn Đình Hoàn,108.225395,16.096148,150.0,10.0,15.0,1,1,7.0,['1'],9600000000
Phường Hòa Xuân,Đường Trung Lương 11,108.23519,16.021107,200.0,10.0,20.0,2,1,7.0,['2'],9700000000
Phường Thanh Khê Tây,Đường Phùng Hưng,108.169655,16.077648,177.1999,5.5,32.2999,1,1,8.0,['1'],9700000000
Phường Thanh Khê Tây,Đường Nguyễn Tất Thành,108.17119,16.078756,125.0,5.0,25.0,1,1,4.0,['1'],9800000000
Phường An Hải Bắc,Đường Trần Nhân Tông,108.23574,16.08579,111.0,6.0,18.0,1,1,2.0,['1'],9900000000
Phường Bình Thuận,Đường Bình Minh 3,108.22159,16.054579,125.0,6.0,22.0,1,1,6.0,['3'],9975000000
Phường Thanh Khê Đông,Đường Nguyễn Tất Thành,108.18109,16.07489,120.0,5.0,24.0,1,1,7.0,['1'],9990000000
Phường Thanh Khê Tây,Đường Nguyễn Tất Thành,108.17119,16.078756,120.0,5.0,24.0,1,1,8.0,['1'],9990000000
Phường An Hải Đông,Đường Phạm Cự Lượng,108.23652,16.058279,111.0,5.4,20.555555555555554,1,1,6.0,['1'],10000000000
Phường Hòa Cường Bắc,Đường Nại Nam 8,108.23079,16.03522,120.0,6.0,20.0,2,1,7.0,['1'],10000000000
Phường An Hải Bắc,Đường Lý Thánh Tông,108.23424,16.072441,100.0,5.0,20.0,1,1,8.0,['3'],10000000000
Phường Phước Mỹ,Đường Chính Hữu,108.23987,16.063278,234.0,9.0,26.0,1,1,1.0,['3'],10000000000
Phường Hoà Quý,Đường Bờ Quan 3,108.23815,16.014433,204.0,10.0,20.0,1,1,1.0,['1'],10000000000
Phường Khuê Mỹ,Saphia,108.25258,16.03022,140.0,7.0,20.0,1,1,5.0,['3'],10100000000
Phường Hòa Xuân,Đường Nguyễn Phước Lan,108.22472,16.022776,200.0,10.0,20.0,2,1,7.0,['1'],10200000000
Phường Hoà Quý,Đường Từ Giấy,108.24133,16.013405,145.0,7.5,20.0,1,1,8.0,['1'],10250000000
Phường Hoà Hải,Đường Nguyễn Xiển,108.25782,16.01064,190.0,10.0,19.0,1,1,8.0,['1'],10300000000
Phường Mỹ An,Đường Phan Thúc Duyện,108.241486,16.053133,133.0,5.9,22.2,1,1,2.0,"['1', ' 6']",10400000000
Phường Hòa Xuân,Đường Nguyễn Thị Sáu,108.228584,16.005388,300.0,5.0,40.46999999999999,1,1,8.0,['3'],10500000000
Phường Hòa Xuân,Đường Mạc Đăng Doanh,108.221855,16.014433,200.0,10.0,20.0,1,1,5.0,['1'],10500000000
Phường Hòa Thọ Đông,Đường Lê Đại Hành,108.19915,16.021387,180.0,7.0,26.0,1,1,4.0,"['1', ' 6']",10500000000
Phường Hòa Thuận Tây,Đường Trường Thi 2,108.20386,16.060017,132.0,5.0,26.4,1,1,8.0,['1'],10500000000
Phường Hòa Xuân,Đường Nguyễn Phước Lan,108.22472,16.022776,100.0,5.0,20.0,2,1,5.0,['2'],11000000000
Phường Phước Mỹ,Đường Hồ Thấu,108.2459,16.083248,105.0,5.0,21.0,1,1,4.0,['1'],11000000000
Phường Mân Thái,Đường Lê Văn Thứ,108.24445,16.085228,197.0,7.6999,25.58474785386823,1,1,7.0,['1'],11200000000
Phường An Hải Bắc,Đường Lý Thánh Tông,108.23424,16.072441,100.0,5.0,20.0,1,1,7.0,['1'],11500000000
Phường Hòa Cường Bắc,Bình an 7,108.21629,16.038946,185.0,5.0,37.0,1,1,8.0,['1'],11500000000
Phường Thanh Bình,Đường Đầm Rong 2,108.21612,16.080418,207.0,10.0,17.0,1,1,6.0,"['1', ' 3']",11500000000
Phường Thạch Thang,Đường Trần Quý Cáp,108.22111,16.081358,90.0,5.0,18.0,1,1,6.0,['3'],11500000000
Phường Khuê Mỹ,Đường Khuê Mỹ Đông 14,108.24671,16.037035,113.0,7.0,17.0,1,1,5.0,['1'],11800000000
Phường Mỹ An,Đường Phan Tôn,108.24364,16.051426,105.0,5.0,20.0,1,1,2.0,['1'],11800000000
Phường Khuê Mỹ,Mỹ Đa Tây 8,108.25258,16.03022,200.0,10.0,20.0,1,1,8.0,['1'],12000000000
Phường Thọ Quang,Đường Phan Bá Phiến,108.25057,16.091932,180.0,10.0,18.0,1,1,6.0,['1'],12000000000
Phường Hòa Xuân,Phạm Hùng,108.2199,16.0018,215.0,10.0,21.5,2,1,2.0,['1'],12200000000
Phường Mỹ An,Đường Dương Khuê,108.236,16.04874,106.0,5.0,21.0,1,1,3.0,['1'],12500000000
Phường Hòa Xuân,Đường Võ An Ninh,108.2164,16.009,152.1999,8.0,20.0,2,1,7.0,['1'],12500000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,164.6,5.0,32.92,1,1,7.0,['1'],12900000000
Phường Hòa Minh,Đường Hoà Minh 30,108.16452,16.080666,233.0,10.0,20.0,1,1,8.0,['1'],13200000000
Phường Hoà Hải,Đào Duy Tùng,108.25981,15.9883375,309.0,5.0,40.46999999999999,1,1,4.0,['3'],13300000000
Phường Hòa Khánh Bắc,Đường Nguyễn Chánh,108.146324,16.081633,309.0,7.23,40.46999999999999,1,1,7.0,"['1', ' 3']",13400000000
Phường Mân Thái,Đường Hà Kỳ Ngộ,108.245346,16.083605,100.0,5.0,20.0,1,1,6.0,['1'],13500000000
Phường An Hải Đông,Thạch Lam,108.23627,16.064138,162.0,9.0,18.0,1,1,1.0,['1'],13500000000
Phường Hoà Hải,Năm Kì Khởi Nghĩa,108.26741,15.986558,306.0,10.0,25.5,2,1,3.0,['1'],13770000000
Xã Hòa Ninh,Đường Vành đai phía tây Đà Nẵng,108.05818,16.023527,309.0,10.0,40.46999999999999,4,1,5.0,"['1', ' 4']",14300000000
Phường An Hải Đông,Đường Phạm Cự Lượng,108.23652,16.058279,176.0,6.5,27.076923076923077,1,1,2.0,['1'],14500000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,309.0,10.0,22.0,2,1,1.0,['1'],14650000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,309.0,10.0,22.0,2,1,3.0,['1'],14650000000
Phường Hòa Xuân,Đường Tôn Thất Dương Kỵ,108.21853,16.016676,300.0,10.0,25.0,1,1,7.0,['1'],15000000000
Xã Hòa Nhơn,Đường Trường Sơn,108.16547,16.01157,309.0,5.0,40.46999999999999,1,1,4.0,"['5', ' 1']",15000000000
Phường Hòa Minh,Đường Nam Trân,108.17061,16.06745,250.0,10.0,25.0,1,1,1.0,['1'],15000000000
Xã Hòa Nhơn,quốc lộ 14B,108.12508,16.010254,309.0,5.0,40.46999999999999,4,1,8.0,['5'],15000000000
Phường Hòa Khánh Bắc,Đường Phan Văn Thuật,108.152,16.088354,309.0,10.0,25.0,1,1,5.0,['3'],15000000000
Phường Hòa Minh,Đường Phạm Đình Hổ,108.167206,16.079435,280.0,10.0,20.0,1,1,6.0,['1'],15700000000
Phường Chính Gián,Lý Thái Tổ ,108.1998,16.0666,126.0,4.0,27.0,1,1,6.0,"['1', ' 3', ' 6']",15800000000
Phường Hòa Xuân,Đường Dương Loan,108.2207,15.999,309.0,5.0,40.46999999999999,2,1,6.0,['1'],16000000000
Phường Khuê Mỹ,Đường Nguyễn Đức Thuận,108.255455,16.020426,180.0,10.0,18.0,1,1,2.0,['3'],16000000000
Phường Hòa Thọ Đông,Thăng Long,108.1919,16.000677,300.0,10.0,20.0,1,1,6.0,['1'],16680000000
Phường Khuê Trung,Đường Thăng Long,108.22024,16.023088,300.0,10.0,20.0,1,1,6.0,['1'],16700000000
Phường Hòa Hiệp Bắc,Đường Nguyễn Văn Cừ,108.12177,16.12288,309.0,10.0,37.36363636363637,1,1,3.0,['1'],16800000000
Phường Khuê Mỹ,Đường Nguyễn Đức Thuận,108.255455,16.020426,180.0,10.0,18.0,1,1,4.0,['3'],16820000000
Phường Hòa Xuân,Nguyễn Đình Thi,108.219955,16.001999,309.0,10.0,25.0,2,1,6.0,['1'],16820000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,309.0,10.0,26.0,2,1,1.0,['1'],16820000000
Phường Phước Mỹ,Đường Mỹ Khê 5,108.2424,16.0596,229.0,10.0,25.0,1,1,1.0,"['1', ' 6']",16820000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,309.0,10.0,26.0,2,1,2.0,['1'],16820000000
Phường Hòa Xuân,Đường Giáng Hương 2,108.23359,16.025587,300.0,10.0,25.0,1,1,7.0,['3'],16820000000
Phường Hòa Khánh Bắc,Đường Xuân Thiều 35,108.1463,16.09106,309.0,10.0,19.0,2,1,8.0,['1'],16820000000
Phường Thanh Khê Tây,PHAN CHÂU TRINH,108.173996,16.075237,130.0,5.0,26.0,1,1,4.0,['1'],16820000000
Phường Phước Mỹ,Đường Chính Hữu,108.23987,16.063278,143.0,10.0,6.217391304347826,1,1,3.0,['1'],16820000000
Phường Hòa Xuân,Đường Võ Chí Công,108.2239,16.004154,277.5,10.0,18.6,2,1,8.0,['1'],16820000000
Phường Nại Hiên Đông,chu huy mân,108.23091,16.098213,309.0,10.0,20.0,4,1,5.0,['2'],16820000000
Phường Nại Hiên Đông,Đường Chu Huy Mân,108.23091,16.098213,309.0,5.0,40.46999999999999,1,1,6.0,['1'],16820000000
Phường Khuê Mỹ,Đường Khuê Mỹ Đông 14,108.24671,16.037035,193.0,10.0,20.0,1,1,6.0,['1'],16820000000
Phường Hoà Quý,Đường Hói Kiểng 6,108.23665,16.011023,269.5,10.0,20.0,1,1,2.0,['3'],16820000000
Phường Khuê Mỹ,Đường Khuê Mỹ Đông 14,108.24671,16.037035,193.0,10.0,17.0,1,1,6.0,['1'],16820000000
Phường Hòa Xuân,Đường Võ Chí Công,108.2212,16.0059,247.5,10.0,18.5,1,1,5.0,['1'],16820000000
Phường Hòa Xuân,Đường Lê Quảng Chí,108.22386,16.016212,226.0,10.0,19.652173913043477,1,1,2.0,['3'],16820000000
Phường Hòa Xuân,2 MT Đinh Gia Trinh Và Hà Duy Phiên,108.2199,16.0018,309.0,10.0,30.0,1,1,1.0,['1'],16820000000
Phường Hòa Xuân,Đường Nguyễn Phước Lan,108.22472,16.022776,280.0,10.0,26.0,1,1,4.0,"['1', ' 6']",16820000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,309.0,10.0,25.2,1,1,4.0,['1'],16820000000
Phường Hòa Xuân,Giáng Hương 3,108.22959,16.023062,309.0,10.0,30.0,2,1,2.0,['1'],16820000000
Phường Hoà Hải,Đường Nam Kỳ Khởi Nghĩa & Trà Khê 5 ,108.26741,15.986558,309.0,10.0,26.0,1,1,4.0,"['1', ' 6']",16820000000
